fill,unmasked,unmasked_lo,unmasked_hi,masked,masked_lo,masked_hi,effect,effect_lo,effect_hi
0.85,78.14102564102565,73.09615384615384,83.18681318681318,77.9761904761905,73.17765567765566,82.6025641025641,0.16483516483516567,-2.456043956043954,2.4734432234432178
0.5,79.12820512820511,73.37637362637362,86.82600732600733,78.13919413919413,73.1565934065934,83.7518315018315,0.9890109890109884,-1.5045787545787668,4.546703296703283
0.35,78.0897435897436,73.23717948717949,83.53571428571428,76.18315018315018,72.09615384615384,81.29945054945054,1.9065934065934094,-1.260989010989003,6.567765567765573
0.2,75.20879120879121,70.76373626373626,80.9606227106227,77.78937728937728,73.97344322344321,84.82417582417582,-2.580586080586084,-7.536630036630024,1.4368131868131773
0.12,70.48717948717949,66.71978021978022,76.64102564102565,76.15567765567766,70.94780219780219,83.34615384615383,-5.668498168498164,-9.16025641025641,-1.7646520146520124
0.07,64.23809523809523,56.747252747252745,71.81959706959707,74.27106227106228,69.64377289377289,79.57051282051282,-10.032967032967033,-16.4478021978022,-2.951465201465205
